Time,X,Y,Orientation

1248272264,0.6238526820512822,-1.4323377641025643,1.3464487179487183

1248272265,0.6238451300000001,-1.4323383149999995,1.346365

1248272266,0.6238457030303031,-1.4323395787878788,1.3463999999999996

1248272267,0.6238489,-1.432338748648649,1.3464054054054058

1248272268,0.6238495911764707,-1.432332223529412,1.3464176470588234

1248272269,0.6238500837837837,-1.4323341540540537,1.3464405405405404

1248272270,0.6238599833333333,-1.43234135,1.3464083333333337

1248272271,0.623854245945946,-1.4323430000000004,1.3464189189189189

1248272272,0.6238550205882354,-1.4323406,1.3463823529411765

1248272273,0.6238527999999999,-1.4323495594594595,1.3463513513513512

1248272274,0.6241966970588235,-1.4307612441176472,1.333626470588235

1248272275,0.634871004,-1.4015867560000002,1.0759079999999999

1248272276,0.6650919620689656,-1.3599657896551722,0.8422206896551724

1248272277,0.7123891172413794,-1.3095340275862069,0.836358620689655

1248272278,0.7592316440000001,-1.2598855799999997,0.8358440000000001

1248272279,0.8053409037037037,-1.2127817296296295,0.7631703703703705

1248272280,0.8517222814814813,-1.171053596296296,0.7267777777777776

1248272281,0.9020925277777779,-1.130223527777778,0.6664972222222221

1248272282,0.9385838767441856,-1.1025350441860466,0.6397651162790698

1248272283,0.9900834131578948,-1.0675973842105262,0.5748736842105265

1248272284,1.0474472925925924,-1.0319411037037038,0.5269703703703703

1248272285,1.1062857375,-1.0011294050000001,0.4836574999999999

1248272286,1.1642001114285716,-0.9742967085714284,0.3956628571428572

1248272287,1.225712774193548,-0.949909019354839,0.3866338709677421

1248272288,1.2843356385964915,-0.9296674719298246,0.3052438596491228

1248272289,1.349790831034483,-0.910471951724138,0.268605172413793

1248272290,1.4128592050847464,-0.8961266932203389,0.20991864406779662

1248272291,1.4802955365384618,-0.8846357634615386,0.14611538461538462

1248272292,1.5420815754716983,-0.8775079547169811,0.10890566037735847

1248272293,1.6094995741379305,-0.8728550793103449,0.04330689655172416

1248272294,1.6735036035087725,-0.8721731350877192,-0.01857368421052631

1248272295,1.7374888137254905,-0.875331449019608,-0.054049019607843134

1248272296,1.8022711333333328,-0.8819009047619046,-0.1305690476190476

1248272297,1.868671646,-0.891936874,-0.17067800000000002

