# Time [s]    Subject #    range [m]    bearing [rad] ,,,
1248272274,25,3.375,0.053
1248272274,61,1.968,0.559
1248272274,25,3.379,0.041
1248272274,61,1.94,0.563
1248272275,61,1.957,0.557
1248272275,25,3.303,0.051
1248272275,41,3.037,0.548
1248272275,61,1.908,0.567
1248272275,25,3.27,0.051
1248272275,41,3.009,0.557
1248272275,61,1.888,0.571
1248272276,25,3.231,0.043
1248272276,41,2.973,0.562
1248272276,25,3.201,0.051
1248272276,41,2.966,0.563
1248272277,25,3.198,0.057
1248272277,41,2.917,0.567
1248272277,25,3.136,0.057
1248272277,41,2.889,0.563
1248272277,25,3.129,0.057
1248272277,41,2.863,0.561
1248272278,25,3.065,0.055
1248272278,41,2.806,0.548
1248272279,25,3.036,0.058
1248272279,41,2.757,0.55
1248272279,25,3.033,0.06
1248272279,41,2.754,0.549
1248272279,25,3.033,0.05
1248272279,41,2.73,0.545
1248272279,25,2.993,0.065
1248272279,41,2.699,0.55
1248272280,41,2.681,0.545
1248272280,41,2.665,0.546
1248272280,41,2.619,0.54
1248272281,25,2.944,0.051
1248272281,41,2.581,0.537
1248272281,41,2.581,0.537
1248272281,41,2.581,0.537
1248272282,25,2.821,0.15
1248272282,25,2.825,0.154
1248272282,25,2.785,0.159
1248272283,25,2.78,0.145
1248272283,25,2.727,0.163
1248272283,25,2.705,0.219
1248272284,25,2.654,0.259
1248272284,25,2.618,0.261
1248272285,25,2.576,0.256
1248272285,25,2.556,0.276
1248272285,25,2.497,0.348
1248272285,25,2.489,0.349
1248272285,25,2.454,0.357
1248272286,25,2.462,0.359
1248272286,25,2.436,0.361
1248272286,25,2.412,0.365
1248272287,25,2.307,0.453
1248272287,25,2.27,0.465
1248272288,25,2.25,0.467
1248272288,25,2.232,0.47
1248272288,25,2.171,0.513
1248272288,25,2.113,0.554
1248272289,25,2.109,0.554
1248272289,25,2.09,0.559
1248272289,25,2.087,0.559
1248272289,25,2.049,0.564
1248272290,9,1.594,-0.094
1248272290,9,1.586,-0.091
1248272291,9,1.56,-0.093
1248272291,16,4.084,-0.195
1248272292,16,4.065,-0.106
1248272292,9,1.496,-0.065
1248272292,16,3.993,-0.103
1248272292,9,1.453,-0.011
1248272293,16,3.973,-0.102
1248272293,9,1.413,-0.011
1248272293,9,1.389,0.044
1248272293,9,1.374,0.083
1248272294,9,1.25,0.335
1248272295,9,1.184,0.466
1248272295,16,3.458,0.506
1248272295,14,2.332,-0.051
1248272296,14,2.28,0.135
1248272296,14,2.23,0.212
1248272297,18,4.688,-0.096
1248272297,14,2.198,0.273
1248272297,14,2.138,0.345
1248272297,18,4.677,-0.018
1248272297,90,3.249,0.346
1248272297,14,2.094,0.376
1248272297,18,4.677,-0.016
1248272297,90,3.231,0.348
1248272297,14,2.08,0.387
1248272297,18,4.658,-0.016
1248272297,90,3.219,0.35
1248272297,14,2.054,0.398
1248272298,14,2.04,0.409
1248272298,14,2.011,0.423
1248272298,14,1.99,0.435
1248272299,14,1.965,0.452
1248272299,18,4.541,-0.013
1248272299,7,6.06,0.564
1248272299,14,1.927,0.479
1248272300,18,4.51,-0.016
1248272300,45,6.329,0.303
1248272300,90,3.078,0.375
1248272300,14,1.898,0.494
1248272300,18,4.53,-0.011
1248272300,90,3.051,0.376
1248272300,14,1.879,0.508
1248272300,90,3.027,0.379
1248272300,14,1.854,0.519
1248272300,14,1.848,0.533
1248272300,90,3.037,0.372
1248272301,90,3.044,0.343
1248272301,18,4.393,-0.129
1248272301,90,3.074,0.273
1248272301,14,1.883,0.455
1248272301,45,6.473,0.155
1248272301,90,3.095,0.236
1248272301,14,1.896,0.423
1248272301,14,1.903,0.396
1248272302,90,3.076,0.197
1248272302,14,1.895,0.402
1248272302,14,1.881,0.418
1248272302,14,1.871,0.418
1248272303,14,1.859,0.433
1248272303,90,3.007,0.195
1248272303,14,1.837,0.453
1248272303,5,3.267,0.396
1248272303,14,1.816,0.472
1248272304,90,2.915,0.211
1248272304,5,3.096,0.426
1248272304,14,1.749,0.507
1248272305,45,6.329,0.123
1248272305,90,2.838,0.213
1248272305,14,1.709,0.537
1248272306,90,2.811,0.214
1248272306,14,1.685,0.555
1248272306,5,2.944,0.439
1248272306,14,1.665,0.565
1248272307,5,2.832,0.453
1248272307,5,2.754,0.463
1248272308,5,2.73,0.471
1248272308,90,2.611,0.304
1248272308,45,6.06,0.219
1248272308,90,2.595,0.324
1248272308,7,5.585,0.498
1248272308,5,2.504,0.572
1248272309,63,4.142,0.444
1248272310,90,2.525,0.348
1248272310,63,3.973,0.514
1248272310,90,2.453,0.41
1248272310,63,3.973,0.521
1248272310,18,3.812,-0.07
1248272310,45,5.813,0.3
1248272310,90,2.416,0.414
1248272311,18,3.781,-0.068
1248272311,45,5.813,0.299
1248272311,90,2.416,0.418
1248272311,18,3.768,-0.033
1248272311,90,2.362,0.452
1248272311,90,2.289,0.508
1248272311,18,3.72,0.023
1248272311,90,2.25,0.522
1248272312,18,3.72,0.024
1248272312,45,5.585,0.388
1248272312,90,2.238,0.525
1248272312,90,2.23,0.527
1248272312,18,3.674,0.109
1248272312,18,3.658,0.127
1248272313,45,5.376,0.491
1248272313,45,5.277,0.493
1248272313,18,3.584,0.161
1248272313,18,3.564,0.204
1248272314,18,3.536,0.212
1248272314,18,3.536,0.214
1248272315,18,3.388,0.299
1248272315,18,3.34,0.315
1248272316,18,3.267,0.368
1248272316,18,3.198,0.403
1248272317,18,3.162,0.412
1248272317,18,3.063,0.49
1248272317,18,3.038,0.501
1248272318,18,3.003,0.496
1248272318,18,2.974,0.511
1248272318,18,2.859,0.572
1248272355,36,3.768,-0.078
1248272356,36,3.72,-0.043
1248272357,36,3.643,0.038
1248272357,36,3.628,0.048
1248272357,36,3.584,0.076
1248272358,36,3.584,0.083
1248272358,36,3.513,0.102
1248272359,36,3.502,0.095
1248272359,36,3.442,0.1
1248272361,36,3.379,0.115
1248272361,36,3.344,0.117
1248272363,36,3.2,0.109
1248272363,36,3.17,0.109
1248272363,36,3.167,0.117
1248272363,36,3.129,0.132
1248272364,36,3.129,0.144
1248272364,36,3.096,0.132
1248272364,36,3.079,0.139
1248272365,36,3.075,0.145
1248272365,36,3.038,0.147
1248272365,36,3.033,0.144
1248272365,36,3.011,0.139
1248272366,36,2.973,0.14
1248272366,36,2.916,0.164
1248272367,36,2.912,0.166
1248272367,36,2.851,0.17
1248272368,36,2.834,0.173
1248272368,36,2.765,0.179
1248272369,36,2.754,0.167
1248272369,36,2.702,0.185
1248272369,36,2.694,0.188
1248272370,36,2.664,0.195
1248272371,36,2.611,0.195
1248272371,36,2.576,0.196
1248272372,36,2.554,0.187
1248272373,36,2.463,0.2
1248272373,36,2.421,0.21
1248272374,36,2.407,0.205
1248272374,36,2.358,0.216
1248272375,36,2.347,0.216
1248272375,36,2.344,0.21
1248272375,36,2.332,0.212
1248272376,36,2.252,0.231
1248272377,36,2.238,0.224
1248272377,36,2.203,0.24
1248272377,36,2.183,0.221
1248272378,36,2.138,0.233
1248272378,36,2.129,0.234
1248272378,36,2.097,0.251
1248272379,36,2.084,0.246
1248272379,36,2.043,0.253
1248272380,36,2.011,0.263
1248272380,36,1.972,0.264
1248272380,36,1.957,0.254
1248272381,36,1.931,0.257
1248272381,36,1.902,0.276
1248272382,36,1.856,0.281
1248272382,36,1.807,0.288
1248272383,36,1.783,0.296
1248272385,36,1.591,0.568
1248272386,36,1.604,0.545
1248272386,36,1.655,0.478
1248272387,36,1.749,0.324
1248272387,36,1.785,0.258
1248272387,36,1.795,0.206
1248272387,36,1.813,0.141
1248272387,36,1.826,0.077
1248272388,36,1.832,0.022
1248272390,36,1.824,0.127
1248272391,36,1.821,0.129
1248272391,36,1.827,0.112
1248272391,36,1.826,0.083
1248272401,81,1.927,0.362
1248272402,81,1.951,0.28
1248272403,90,4.916,0.202
1248272403,90,4.833,0.214
1248272403,81,1.865,0.271
1248272403,81,1.848,0.278
1248272403,90,4.833,0.208
1248272404,81,1.806,0.27
1248272404,81,1.785,0.287
1248272404,81,1.773,0.273
1248272405,90,4.684,0.214
1248272405,81,1.697,0.287
1248272406,18,5.277,-0.156
1248272406,90,4.602,0.22
1248272406,81,1.664,0.299
1248272406,14,5.813,0.462
1248272406,81,1.65,0.309
1248272407,81,1.615,0.323
1248272407,90,4.578,0.222
1248272407,14,5.697,0.475
1248272407,14,5.697,0.483
1248272408,81,1.517,0.347
1248272408,90,4.46,0.22
1248272408,81,1.487,0.33
1248272409,14,5.697,0.488
1248272409,81,1.457,0.321
1248272410,90,4.347,0.214
1248272410,90,4.327,0.22
1248272411,90,4.327,0.212
1248272411,14,5.585,0.523
1248272411,81,1.269,0.42
1248272412,18,4.833,0.128
1248272412,90,3.817,0.541
1248272412,18,4.754,0.207
1248272413,18,4.677,0.323
1248272413,18,4.46,0.418
1248272413,18,4.393,0.458
1248272416,18,4.056,0.521
1248272421,18,3.768,0.556
1248272421,18,3.72,0.559
1248272422,18,3.817,0.466
1248272423,18,3.919,0.393
1248272424,18,3.925,0.315
1248272425,18,3.919,0.309
1248272425,18,3.906,0.304
1248272425,18,3.868,0.316
1248272426,18,3.919,0.232
1248272426,18,3.919,0.224
1248272428,63,4.754,0.549
1248272428,63,4.754,0.55
1248272429,63,4.916,0.472
1248272429,18,3.817,0.057
1248272429,63,4.916,0.473
1248272430,18,3.768,0.063
1248272430,18,3.784,0.005
1248272430,18,3.738,-0.03
1248272430,63,5.036,0.384
1248272430,18,3.768,-0.039
1248272430,63,5.001,0.382
1248272431,18,3.72,-0.039
1248272431,90,3.065,0.523
1248272432,63,5.09,0.296
1248272433,18,3.628,-0.127
1248272433,90,3.096,0.448
1248272433,63,5.09,0.208
1248272434,63,5.001,0.196
1248272434,63,5.001,0.128
1248272435,63,5.09,0.122
1248272435,63,5.001,0.121
1248272435,63,4.964,0.119
1248272436,63,5.001,0.115
1248272436,90,3.096,0.205
1248272437,90,3.086,0.172
1248272437,90,3.065,0.181
1248272438,90,3.036,0.098
1248272438,63,4.833,-0.068
1248272438,16,4.028,0.508
1248272438,90,2.996,0.091
1248272438,16,3.973,0.519
1248272439,90,3.003,0.039
1248272439,63,4.754,-0.158
1248272439,90,2.98,0.001
1248272439,16,4.172,0.422
1248272439,63,4.754,-0.174
1248272439,90,2.961,-0.009
1248272439,16,4.142,0.412
1248272439,14,4.602,0.559
1248272439,63,4.677,-0.172
1248272439,90,2.939,-0.009
1248272439,16,4.113,0.419
1248272439,14,4.592,0.563
1248272440,16,4.162,0.423
1248272440,63,4.677,-0.168
1248272440,90,2.914,-0.01
1248272440,16,4.084,0.417
1248272440,90,2.887,0.003
1248272440,14,4.754,0.494
1248272441,16,4.264,0.327
1248272441,90,2.829,-0.107
1248272441,16,4.209,0.332
1248272441,14,4.677,0.491
1248272441,16,4.202,0.349
1248272441,14,4.602,0.496
1248272442,16,4.202,0.26
1248272442,14,4.754,0.419
1248272442,16,4.142,0.243
1248272443,16,4.101,0.259
1248272443,16,4.202,0.203
1248272443,14,4.754,0.361
1248272443,16,4.151,0.18
1248272443,14,4.623,0.365
1248272443,14,4.617,0.366
1248272444,16,4.113,0.18
1248272444,16,4.142,0.149
1248272444,16,4.202,0.079
1248272444,14,4.611,0.288
1248272445,16,4.084,0.097
1248272445,16,4.028,0.085
1248272446,16,4.028,0.017
1248272446,14,4.53,0.222
1248272447,14,4.53,0.135
1248272447,14,4.393,0.144
1248272448,14,4.327,0.066
1248272448,9,2.012,0.562
1248272449,16,3.817,-0.168
1248272449,9,1.986,0.565
1248272449,9,1.995,0.567
1248272449,9,1.96,0.568
1248272449,9,1.981,0.534
1248272450,16,3.674,-0.274
1248272450,14,4.202,-0.021
1248272450,9,2.004,0.503
1248272450,14,4.142,-0.028
1248272450,9,1.986,0.502
1248272450,14,4.142,-0.031
1248272450,9,1.974,0.503
1248272450,14,4.142,-0.024
1248272450,9,1.957,0.507
1248272451,9,1.949,0.504
1248272451,9,1.987,0.438
1248272451,25,3.231,0.543
1248272452,14,3.973,-0.106
1248272452,9,1.946,0.442
1248272452,25,3.231,0.531
1248272452,25,3.208,0.532
1248272452,41,1.111,0.512
1248272452,9,1.946,0.369
1248272453,23,3.267,0.461
1248272453,23,3.231,0.458
1248272453,9,1.91,0.37
1248272453,9,1.925,0.311
1248272454,9,1.92,0.298
1248272454,9,1.901,0.29
1248272454,9,1.86,0.366
1248272455,14,3.674,0.072
1248272455,16,3.431,-0.096
1248272455,14,3.562,0.214
1248272455,14,3.478,0.266
1248272456,14,3.379,0.339
1248272456,16,3.418,0.07
1248272456,16,3.372,0.138
1248272456,14,3.129,0.506
1248272457,14,3.021,0.552
1248272457,16,3.231,0.275
1248272457,16,3.231,0.28
1248272457,16,3.196,0.3
1248272458,16,3.196,0.296
1248272458,16,3.133,0.286
1248272459,16,3.106,0.286
1248272459,16,3.102,0.292
1248272459,16,3.096,0.308
1248272459,16,3.067,0.294
1248272460,16,3.042,0.295
1248272460,16,3.007,0.3
1248272461,16,2.985,0.302
1248272461,16,2.961,0.301
1248272461,16,2.944,0.309
1248272461,16,3.025,0.205
1248272462,16,2.985,0.21
1248272462,14,2.618,0.567
1248272462,16,3.003,0.217
1248272462,16,2.953,0.291
1248272463,16,2.949,0.293
1248272463,16,2.948,0.293
1248272463,16,2.948,0.293
1248272463,16,2.939,0.293
1248272464,16,2.885,0.362
1248272464,16,2.832,0.415
1248272464,16,2.771,0.432
1248272465,16,2.834,0.367
1248272465,16,2.786,0.409
1248272466,16,2.716,0.458
1248272466,16,2.62,0.53
1248272466,16,2.611,0.544
1248272467,16,2.563,0.535
1248272467,16,2.56,0.531
1248272467,16,2.705,0.448
1248272467,16,2.62,0.469
1248272468,16,2.57,0.512
1248272481,18,2.295,-0.164
1248272481,18,2.293,-0.113
1248272482,18,2.286,-0.06
1248272482,18,2.277,-0.011
1248272482,18,2.235,0.03
1248272483,18,2.205,0.036
1248272484,18,2.158,0.035
1248272484,18,2.123,0.039
1248272484,18,2.087,0.035
1248272485,18,2.058,0.034
1248272485,18,2.044,0.035
1248272485,18,2.034,0.034
1248272486,18,2.022,0.024
1248272486,18,1.971,0.04
1248272487,18,1.932,0.044
1248272487,18,1.888,0.045
1248272488,18,1.864,0.045
1248272488,18,1.848,0.016
1248272489,18,1.822,0.045
1248272490,18,1.774,-0.041
1248272490,18,1.757,-0.041
1248272490,18,1.735,-0.038
1248272490,18,1.718,-0.069
1248272491,45,3.44,0.557
1248272491,45,3.399,0.563
1248272492,45,3.548,0.478
1248272492,45,3.522,0.479
1248272493,45,3.584,0.431
1248272493,45,3.594,0.404
1248272493,45,3.584,0.407
1248272494,45,3.584,0.376
1248272495,45,3.584,0.235
1248272496,45,3.584,0.239
1248272496,45,3.606,0.181
1248272497,45,3.584,0.154
1248272498,7,3.628,0.519
1248272498,45,3.541,0.072
1248272498,7,3.562,0.518
1248272499,45,3.541,0.03
1248272499,7,3.674,0.439
1248272499,45,3.458,-0.02
1248272501,63,2.053,0.438
1248272502,63,2.031,0.425
1248272503,7,3.756,0.203
1248272503,63,2.024,0.353
1248272503,7,3.768,0.191
1248272503,63,2.035,0.336
1248272504,7,3.72,0.203
1248272504,63,2,0.355
1248272504,7,3.768,0.13
1248272504,63,2.026,0.302
1248272504,7,3.674,0.109
1248272505,7,3.72,0.119
1248272505,63,1.997,0.278
1248272505,63,2.003,0.187
1248272506,63,1.974,0.198
1248272506,7,3.674,0.03
1248272506,63,1.954,0.207
1248272507,7,3.628,-0.055
1248272507,7,3.628,-0.054
1248272507,63,1.957,0.117
1248272507,7,3.628,-0.054
1248272507,63,1.952,0.124
1248272508,63,1.905,0.115
1248272508,63,1.899,0.033
1248272509,7,3.506,-0.145
1248272509,63,1.88,0.03
1248272509,7,3.53,-0.135
1248272509,63,1.865,0.033
1248272509,7,3.484,-0.15
1248272509,63,1.857,0.03
1248272509,63,1.848,0.014
1248272510,63,1.837,-0.024
1248272510,63,1.826,-0.039
1248272510,63,1.8,-0.067
1248272511,63,1.788,-0.058
1248272511,63,1.766,-0.078
1248272511,41,2.135,0.565
1248272512,63,1.746,-0.114
1248272512,41,2.112,0.56
1248272512,41,2.123,0.553
1248272512,41,2.086,0.551
1248272512,41,2.094,0.546
1248272513,41,2.075,0.552
1248272513,41,2.123,0.472
1248272513,41,2.114,0.474
1248272513,41,2.093,0.472
1248272513,41,2.056,0.47
1248272514,41,2.067,0.466
1248272514,41,2.004,0.481
1248272514,41,2.026,0.438
1248272514,41,2.024,0.406
1248272515,41,2.004,0.401
1248272515,41,1.98,0.407
1248272515,41,1.956,0.408
1248272515,41,1.929,0.411
1248272516,41,1.934,0.338
1248272516,41,1.898,0.343
1248272516,41,1.873,0.35
1248272517,41,1.849,0.352
1248272517,41,1.828,0.357
1248272517,41,1.816,0.353
1248272517,41,1.779,0.351
1248272517,41,1.795,0.289
1248272518,41,1.786,0.297
1248272518,41,1.744,0.298
1248272518,41,1.731,0.299
1248272518,41,1.699,0.31
1248272519,41,1.67,0.317
1248272519,41,1.658,0.304
1248272519,41,1.656,0.261
1248272519,41,1.617,0.281
1248272520,41,1.593,0.276
1248272520,41,1.563,0.275
1248272520,41,1.549,0.244
1248272520,41,1.537,0.247
1248272521,41,1.507,0.239
1248272521,41,1.448,0.242
1248272522,41,1.387,0.206
1248272522,41,1.319,0.21
1248272523,41,1.296,0.202
1248272523,41,1.247,0.222
1248272523,41,1.227,0.221
1248272526,16,2.042,0.57
1248272526,16,2.138,0.472
1248272526,16,2.213,0.356
1248272526,16,2.131,0.446
1248272527,16,2.013,0.556
1248272537,16,2.003,0.562
1248272538,16,1.999,0.562
1248272538,16,1.997,0.562
1248272538,16,1.997,0.562
1248272538,16,1.995,0.564
1248272538,16,2,0.564
1248272539,16,1.995,0.564
1248272541,16,2.063,0.504
1248272541,16,2.129,0.44
1248272541,16,2.12,0.439
1248272541,16,2.12,0.446
1248272542,16,2.089,0.473
1248272542,16,2.025,0.539
1248272542,16,1.992,0.571
1248272543,16,2.015,0.546
1248272543,16,2.12,0.452
1248272543,16,2.245,0.267
1248272543,23,1.519,0.521
1248272544,23,1.489,0.544
1248272544,16,2.223,0.288
1248272544,16,2.158,0.366
1248272544,16,2.163,0.377
1248272545,16,2.16,0.378
1248272545,16,2.099,0.432
1248272545,16,2.046,0.479
1248272545,16,2.006,0.512
1248272545,16,1.975,0.538
1248272546,16,1.956,0.545
1248272546,16,1.941,0.548
1248272546,16,1.951,0.545
1248272547,16,1.915,0.553
1248272547,16,1.902,0.556
1248272547,16,1.881,0.556
1248272547,16,1.876,0.558
1248272548,16,1.856,0.558
1248272548,16,1.844,0.562
1248272548,16,1.834,0.563
1248272548,16,1.834,0.562
1248272548,16,1.808,0.565
1248272549,16,1.796,0.568
1248272549,16,1.791,0.57
1248272552,16,1.722,0.531
1248272552,16,1.768,0.47
1248272552,16,1.761,0.493
1248272553,16,1.757,0.417
1248272554,16,1.823,0.26
1248272554,23,1.14,0.542
1248272554,23,1.166,0.387
1248272555,25,3.868,0.529
1248272555,25,4.142,0.335
1248272555,25,4.202,0.323
1248272556,25,4.162,0.323
1248272556,25,4.162,0.319
1248272556,25,4.123,0.333
1248272556,25,4.202,0.26
1248272557,25,4.264,0.098
1248272569,41,1.318,0.402
1248272570,81,3.267,0.287
1248272572,81,3.096,0.309
1248272573,36,6.782,0.143
1248272574,81,3.129,0.105
1248272574,41,1.476,0.246
1248272575,41,1.476,0.247
1248272575,41,1.465,0.235
1248272576,81,3.007,-0.009
1248272576,81,3.003,-0.021
1248272577,81,2.955,-0.018
1248272578,81,2.872,0.01
