Time,X,Y,Orientation
1248272263,0.6238439,-1.4323474,1.3464
1248272263,0.62382,-1.4323434,1.3464
1248272263,0.6238949,-1.4323219,1.3467
1248272263,0.6238929,-1.4323316,1.3465
1248272263,0.623826,-1.4323686,1.3463
1248272263,0.623817,-1.4323761,1.3463
1248272263,0.6238086,-1.4323403,1.3464
1248272263,0.6238315,-1.4323466,1.3464
1248272264,0.6239069,-1.432317,1.3463
1248272264,0.6239005,-1.4323185,1.3463
1248272264,0.6238326,-1.4323445,1.3463
1248272264,0.6238049,-1.4323456,1.3463
1248272264,0.6238375,-1.4323469,1.3467
1248272264,0.6238552,-1.4323528,1.3466
1248272264,0.6238639,-1.432338,1.3462
1248272264,0.6238489,-1.4323305,1.3463
1248272264,0.623868,-1.4323192,1.3468
1248272264,0.6238745,-1.4323227,1.347
1248272264,0.6238571,-1.4323621,1.3463
1248272264,0.6238607,-1.4323597,1.3462
1248272264,0.6238222,-1.4323206,1.3462
1248272264,0.6238158,-1.4323136,1.3463
1248272264,0.6238783,-1.4323018,1.3472
1248272264,0.623875,-1.4323276,1.347
1248272264,0.6238532,-1.4323952,1.346
1248272264,0.6237983,-1.4323169,1.3465
1248272264,0.6238062,-1.4323231,1.3465
1248272264,0.6239272,-1.4323314,1.3468
1248272264,0.6239502,-1.4323583,1.3466
1248272264,0.6238301,-1.4323685,1.3461
1248272264,0.6238161,-1.4323581,1.3461
1248272264,0.623802,-1.4323231,1.3465
1248272264,0.6238016,-1.4323199,1.3465
1248272264,0.6238652,-1.4323615,1.3463
1248272264,0.6238924,-1.432349,1.3467
1248272264,0.6238774,-1.432349,1.3465
1248272264,0.6238604,-1.4323535,1.3464
1248272264,0.6237834,-1.4323254,1.3462
1248272264,0.6238153,-1.4323178,1.3461
1248272264,0.6238556,-1.4323236,1.3463
1248272264,0.6238654,-1.432326,1.3464
1248272264,0.6238153,-1.4323643,1.3464
1248272264,0.6237892,-1.4323589,1.3463
1248272264,0.6238677,-1.4323439,1.3463
1248272264,0.6238776,-1.4323314,1.3464
1248272264,0.6239046,-1.432322,1.3468
1248272264,0.6238982,-1.4323309,1.3468
1248272265,0.6238754,-1.432334,1.3466
1248272265,0.6238892,-1.4323547,1.3464
1248272265,0.6238308,-1.4323423,1.3461
1248272265,0.6238194,-1.4323242,1.3462
1248272265,0.6238735,-1.43227,1.3468
1248272265,0.6238683,-1.4322718,1.3468
1248272265,0.6238567,-1.4323598,1.3462
1248272265,0.6238569,-1.432364,1.3461
1248272265,0.6238527,-1.43233,1.3464
1248272265,0.6238571,-1.4323292,1.3464
1248272265,0.6237947,-1.4323126,1.3462
1248272265,0.6238344,-1.4323292,1.3462
1248272265,0.6238984,-1.4323275,1.3463
1248272265,0.623887,-1.4323273,1.3463
1248272265,0.6237963,-1.4323678,1.3463
1248272265,0.6237644,-1.4323578,1.3462
1248272265,0.6239024,-1.4323235,1.3468
1248272265,0.6239334,-1.4323062,1.3469
1248272265,0.623858,-1.4323405,1.3462
1248272265,0.6238177,-1.4323526,1.3461
1248272265,0.6238162,-1.4323422,1.3467
1248272265,0.6238622,-1.4323579,1.3466
1248272265,0.6238849,-1.4323469,1.3462
1248272265,0.6238575,-1.4323406,1.3462
1248272265,0.6237573,-1.432328,1.3463
1248272265,0.6237549,-1.4323256,1.3463
1248272265,0.6239023,-1.4323556,1.3464
1248272265,0.6239414,-1.4323371,1.3467
